price,kilometrage,transmission,puissance_fiscale,car_age,is_new,price_per_fiscal,brand_encoded,body_type_encoded,model_encoded,fuel_diesel,fuel_electrique,fuel_essence,fuel_hybride
43500.0,-0.14261963533010258,1.0,-0.01451166441269542,-0.8648560755536564,0,8700.0,-0.7107256994550611,-1.1334252924124224,-0.7430231774662824,False,False,True,False
53000.0,0.37917082315413,0.0,-0.014500923729921091,-0.6517974709530199,0,8833.333333333334,-0.8102427462111627,-0.9346187243669639,-0.599331507536703,True,False,False,False
51000.0,-0.16807282842689442,0.0,-0.01451166441269542,-0.8648560755536564,0,10200.0,0.11004421352280759,-1.1334252924124224,-0.4082097375437444,False,False,True,False
61000.0,-0.5753239179755637,0.0,-0.01451166441269542,-0.8648560755536564,0,12200.0,0.11004421352280759,-1.1334252924124224,-0.4082097375437444,False,False,True,False
29500.0,-0.43533135594320865,0.0,-0.01451166441269542,-0.22568026175174685,0,5900.0,-1.3420330208418312,1.7487897039120293,-0.91693926912938,False,False,True,False
39800.0,-0.5880505145239596,1.0,-0.01451166441269542,-1.077914680154293,0,7960.0,0.5199635555482692,-1.1334252924124224,-0.7886923051120398,False,False,True,False
78000.0,-0.28261219736245763,1.0,-0.014500923729921091,-0.8648560755536564,0,13000.0,-0.6808932935519518,1.7487897039120293,-0.602167493145275,False,False,True,False
47000.0,0.073732505992628,1.0,-0.014500923729921091,-0.4387388663523834,0,7833.333333333333,-0.7107256994550611,0.12838915571849938,-0.56322634819081,False,False,True,False
67000.0,1.3718453539290114,1.0,-0.014339813488306156,1.9049057842546184,0,3190.4761904761904,2.413559718457235,1.7487897039120293,1.0656601476446517,False,False,True,False
40000.0,1.155493212606281,0.0,-0.014522405095469749,-0.22568026175174685,0,10000.0,-0.32036319269464486,-1.1334252924124224,-0.677508791536798,False,False,True,False
39000.0,-0.5498707248787719,0.0,-0.014522405095469749,-0.6517974709530199,0,9750.0,-0.14125162852066492,-1.1334252924124224,-0.8544668440687411,False,False,True,False
80000.0,-1.0716611833630045,1.0,-0.014479442364372434,-0.012621657151110341,0,10000.0,0.11004421352280759,1.7487897039120293,0.17671313981439438,False,False,True,False
48000.0,1.0409538436707175,0.0,-0.014468701681598103,1.2657299704527087,0,5333.333333333333,-0.1174694926053072,1.7487897039120293,-0.3047095035351185,False,False,True,False
150000.0,-0.384424969749625,1.0,-0.014350554171080485,1.6918471796539818,0,7500.0,2.413559718457235,0.12838915571849938,1.8234186142845195,False,False,True,False
42500.0,-0.3971515662980209,0.0,-0.01451166441269542,-0.4387388663523834,0,8500.0,-1.1381312347207264,-0.13969362055378792,-0.7156250667400966,False,False,True,False
95000.0,0.1500920852830035,1.0,-0.014447220316049445,-0.6517974709530199,0,8636.363636363636,0.11004421352280759,1.7487897039120293,0.17671313981439438,False,False,True,False
147000.0,-0.35897177665283314,1.0,-0.014479442364372434,-0.6517974709530199,0,18375.0,1.61783723340406,0.12838915571849938,1.1788691035843615,False,False,False,True
57500.0,0.8118751057995911,0.0,-0.01451166441269542,-0.4387388663523834,0,11500.0,-0.9345511308118133,-0.9346187243669639,-0.6861294929918105,True,False,False,False
198000.0,-0.42260475939481273,1.0,-0.014436479633275117,-0.6517974709530199,0,16500.0,1.61783723340406,1.7487897039120293,2.9642897574202522,False,False,False,True
127000.0,-0.7407696731047106,1.0,-0.014479442364372434,-0.6517974709530199,0,15875.0,1.61783723340406,-0.9346187243669639,0.4451786460753563,False,False,False,True
147000.0,-0.7153164800079188,1.0,-0.014479442364372434,-0.8648560755536564,0,18375.0,1.61783723340406,1.7487897039120293,1.4574591147824754,False,True,False,False
76000.0,0.11191229563781574,0.0,-0.014500923729921091,-0.8648560755536564,0,12666.666666666666,-0.8102427462111627,1.7487897039120293,-0.1688273628391848,False,False,True,False
125000.0,-0.3335185835560413,1.0,-0.014479442364372434,-0.6517974709530199,0,15625.0,1.61783723340406,-0.9346187243669639,0.4451786460753563,False,False,False,True
169000.0,-0.8680356385886698,1.0,-0.014479442364372434,-1.2909732847549296,0,21125.0,1.61783723340406,-0.9346187243669639,0.4451786460753563,False,False,False,True
179000.0,-0.10443984568491482,1.0,-0.014447220316049445,-0.8648560755536564,0,16272.727272727272,2.6714025272308954,1.7487897039120293,0.9420616080322042,False,False,False,True
189000.0,-0.677136690362731,1.0,-0.014457960998823774,-0.6517974709530199,0,18900.0,1.2004690324034661,0.12838915571849938,1.1296197984586185,False,False,False,True
47500.0,-0.21897921462047806,0.0,-0.01451166441269542,-0.8648560755536564,0,9500.0,-0.6547472531184948,-1.1334252924124224,-0.8428143786987349,False,False,True,False
69500.0,-0.21897921462047806,0.0,-0.014500923729921091,-0.4387388663523834,0,11583.333333333334,-0.32036319269464486,1.7487897039120293,0.07488485064285891,False,False,True,False
103000.0,0.1500920852830035,1.0,-0.014500923729921091,-0.6517974709530199,0,17166.666666666668,1.61783723340406,-0.9346187243669639,0.4451786460753563,True,False,False,False
163000.0,-0.43533135594320865,1.0,-0.014479442364372434,-0.6517974709530199,0,20375.0,1.61783723340406,1.7487897039120293,1.240064991829398,False,False,False,True
49500.0,-0.6135037076207515,0.0,-0.01451166441269542,-0.8648560755536564,0,9900.0,-0.8102427462111627,-1.1334252924124224,-0.8015849257249965,False,False,True,False
129000.0,-0.3335185835560413,1.0,-0.014479442364372434,-0.6517974709530199,0,16125.0,1.61783723340406,-0.9346187243669639,0.4451786460753563,False,False,False,True
68500.0,0.4682569989929014,0.0,-0.01451166441269542,-0.6517974709530199,0,13700.0,-0.8102427462111627,1.7487897039120293,-0.44241729846874356,True,False,False,False
46500.0,0.6591559472188401,0.0,-0.01451166441269542,-0.8648560755536564,0,9300.0,-0.9345511308118133,-1.1334252924124224,-0.7674136132819462,False,False,True,False
95000.0,0.022826119799044333,1.0,-0.014490183047146762,0.20043694744952617,0,13571.42857142857,1.2004690324034661,0.12838915571849938,0.7332252156866398,False,False,True,False
43500.0,0.6591559472188401,0.0,-0.01451166441269542,-0.4387388663523834,0,8700.0,-1.1381312347207264,1.7487897039120293,-0.6188565552686172,False,False,True,False
52000.0,0.13736548873460758,0.0,-0.014479442364372434,-0.4387388663523834,0,6500.0,-0.9071017708421057,1.7487897039120293,-0.43625858144852103,False,False,True,False
44000.0,2.211800726123142,0.0,-0.014457960998823774,1.6918471796539818,0,4400.0,0.11004421352280759,1.7487897039120293,0.17671313981439438,True,False,False,False
66000.0,2.0845347606391824,1.0,-0.014404257584952129,2.3310229934558913,0,4400.0,1.2004690324034661,1.7487897039120293,1.3936479948991085,True,False,False,False
67000.0,0.2773580507669626,1.0,-0.014490183047146762,0.8396127612514358,0,9571.42857142857,1.2004690324034661,0.12838915571849938,-0.0771632573576179,False,False,True,False
78000.0,0.7991485092511952,1.0,-0.014404257584952129,2.117964388855255,0,5200.0,1.61783723340406,0.12838915571849938,1.0626716368227436,False,False,True,False
93000.0,-0.8044026558466902,1.0,-0.014500923729921091,-0.6517974709530199,0,15500.0,1.2004690324034661,-0.9346187243669639,-0.026885704658305653,False,False,True,False
35000.0,0.5128000869122871,0.0,-0.014522405095469749,0.6265541566507993,0,8750.0,-0.32036319269464486,-1.1334252924124224,-0.677508791536798,False,False,True,False
117000.0,-0.7280430765563147,1.0,-0.014479442364372434,-0.6517974709530199,0,14625.0,0.11004421352280759,1.7487897039120293,0.17671313981439438,True,False,False,False
48000.0,0.04827931289583617,0.0,-0.014522405095469749,-0.6517974709530199,0,12000.0,-0.32036319269464486,-1.1334252924124224,-0.677508791536798,False,False,True,False
38000.0,1.7663698469292846,0.0,-0.01451166441269542,0.20043694744952617,0,7600.0,-0.32036319269464486,0.12838915571849938,-0.544682945831541,False,False,True,False
33500.0,-0.384424969749625,0.0,-0.014490183047146762,1.2657299704527087,0,4785.714285714285,0.11004421352280759,1.374316969122095,-0.8407229105554005,False,False,True,False
65000.0,0.5573431748316728,1.0,-0.014479442364372434,1.2657299704527087,0,8125.0,0.7168979404301677,-0.16392578415542897,-0.23598983596841566,False,False,True,False
69500.0,-0.6453201989917412,1.0,-0.014500923729921091,-0.6517974709530199,0,11583.333333333334,-0.24807192448694768,1.7487897039120293,-0.318855491726885,False,False,True,False
67500.0,-0.6007771110723555,0.0,-0.014490183047146762,-0.8648560755536564,0,9642.857142857143,-0.24807192448694768,1.7487897039120293,-0.318855491726885,False,False,True,False
84500.0,-0.3017020921850515,1.0,-0.014479442364372434,-0.6517974709530199,0,10562.5,0.11004421352280759,1.7487897039120293,0.4414037687538932,False,False,True,False
73000.0,-0.23170581116887398,1.0,-0.014490183047146762,-0.8648560755536564,0,10428.57142857143,-0.14125162852066492,0.12838915571849938,-0.07891631010166636,False,False,True,False
49900.0,-0.43533135594320865,0.0,-0.01451166441269542,-1.077914680154293,0,9980.0,-0.14125162852066492,-1.1334252924124224,-0.29557960484411366,False,False,True,False
39700.0,-0.11716644223331074,0.0,-0.014522405095469749,-0.8648560755536564,0,9925.0,-1.100277399583882,-1.1334252924124224,-0.7396068282786806,False,False,True,False
45000.0,-0.4098781628464168,0.0,-0.014522405095469749,-0.8648560755536564,0,11250.0,-0.9345511308118133,-1.1334252924124224,-0.7674136132819462,False,False,True,False
29000.0,1.4100251435741993,1.0,-0.014468701681598103,1.6918471796539818,0,3222.222222222222,-0.1174694926053072,0.12838915571849938,-0.9428207023687876,False,False,True,False
165000.0,-0.8298558489434821,1.0,-0.014490183047146762,-1.077914680154293,0,23571.428571428572,1.61783723340406,0.12838915571849938,1.1788691035843615,False,False,True,False
240000.0,-1.30598327901207,1.0,-0.014479442364372434,-1.504031889355566,0,30000.0,1.61783723340406,0.12838915571849938,1.1788691035843615,False,False,False,True
270000.0,-0.4735111455883964,1.0,-0.014436479633275117,-0.6517974709530199,0,22500.0,1.61783723340406,1.7487897039120293,4.345321335145106,False,False,False,True
150000.0,-0.595393760732384,1.0,-0.014479442364372434,-0.6517974709530199,0,18750.0,1.61783723340406,0.12838915571849938,1.1788691035843615,False,False,False,True
175000.0,-0.4541667188348346,1.0,-0.014404257584952129,1.2657299704527087,0,11666.666666666666,2.413559718457235,0.12838915571849938,1.8234186142845195,True,False,False,False
48000.0,-0.1908407096519747,0.0,-0.014522405095469749,-0.8648560755536564,0,12000.0,-1.100277399583882,-1.1334252924124224,-0.7007311306266601,False,False,False,True
46500.0,-1.1704959321578472,0.0,-0.014522405095469749,-1.077914680154293,0,11625.0,-0.14125162852066492,-1.1334252924124224,-0.6934664800553231,False,False,True,False
110000.0,-0.8627922808107307,1.0,-0.014479442364372434,-0.6517974709530199,0,13750.0,0.7168979404301677,1.7487897039120293,0.5572314696586683,False,False,True,False
78000.0,-0.05849683214520557,1.0,-0.014500923729921091,-0.6517974709530199,0,13000.0,-0.32372425172264196,1.7487897039120293,-0.06642182508953866,False,False,True,False
125000.0,0.9205856935159891,1.0,-0.014479442364372434,-0.012621657151110341,0,15625.0,2.6714025272308954,1.7487897039120293,1.4957457867124955,True,False,False,False
73000.0,0.7463585867684489,0.0,-0.014500923729921091,-0.4387388663523834,0,12166.666666666666,-0.8102427462111627,1.7487897039120293,-0.1688273628391848,True,False,False,False
135000.0,-1.0463352562316965,0.0,-0.014479442364372434,-1.2909732847549296,0,16875.0,-0.1174694926053072,0.645607861430407,1.1384035153656409,True,False,False,False
78000.0,-0.4451181086889251,1.0,-0.014468701681598103,-0.6517974709530199,0,8666.666666666666,0.1714235032256855,1.7487897039120293,0.068732804213078,False,False,True,False
45000.0,-0.6596376201086867,0.0,-0.01451166441269542,-0.8648560755536564,0,9000.0,-0.9345511308118133,-1.164846784639172,-0.5894052691686016,True,False,False,False
63000.0,1.0395411914538457,1.0,-0.014500923729921091,-0.4387388663523834,0,10500.0,-0.9345511308118133,1.7487897039120293,-0.275258217435103,True,False,False,False
78000.0,-0.13124205801583663,1.0,-0.014500923729921091,-0.4387388663523834,0,13000.0,-0.32372425172264196,1.7487897039120293,-0.06642182508953866,False,False,True,False
41000.0,-0.30806539045924947,0.0,-0.014522405095469749,0.4134955520501627,0,10250.0,-1.100277399583882,-1.1334252924124224,-0.7007311306266601,False,False,True,False
188000.0,-1.3325691392016692,1.0,-0.014500923729921091,-1.504031889355566,0,31333.333333333332,0.11004421352280759,1.7487897039120293,2.179015624232855,False,True,False,False
250000.0,-0.8963650425053991,1.0,-0.014436479633275117,-0.6517974709530199,0,20833.333333333332,-0.14125162852066492,1.7487897039120293,3.396335449700162,True,False,False,False
135000.0,-0.3064236595045064,0.0,-0.014479442364372434,-0.4387388663523834,0,16875.0,0.5199635555482692,0.645607861430407,1.8967741324410399,True,False,False,False
190000.0,-0.43533135594320865,1.0,-0.014457960998823774,-0.8648560755536564,0,19000.0,1.2004690324034661,0.12838915571849938,1.1296197984586185,False,False,True,False
95000.0,-0.4677587239485214,1.0,-0.014425738950500788,0.4134955520501627,0,7307.692307692308,0.7168979404301677,1.7487897039120293,0.5762839065925054,False,False,True,False
67000.0,0.8945216237848742,0.0,-0.014468701681598103,1.0526713658520723,0,7444.444444444444,-0.9936213437697933,1.7487897039120293,0.002892817953932332,True,False,False,False
96000.0,-0.6707861186850815,0.0,-0.014468701681598103,-0.6517974709530199,0,10666.666666666666,-0.6773632585629926,0.645607861430407,-0.33729735160478563,True,False,False,False
137800.0,0.17768334659992585,1.0,-0.014479442364372434,-0.6517974709530199,0,17225.0,1.61783723340406,1.7487897039120293,1.240064991829398,False,False,False,True
175000.0,-0.7612213137579829,1.0,-0.014500923729921091,-0.6517974709530199,0,29166.666666666668,1.61783723340406,1.7487897039120293,1.240064991829398,False,False,False,True
135000.0,0.0671655821736557,1.0,-0.014500923729921091,-0.4387388663523834,0,22500.0,0.8002264370753965,0.645607861430407,0.5624672538542267,True,False,False,False
63000.0,-0.13867439040009985,1.0,-0.014490183047146762,-0.012621657151110341,0,9000.0,-0.7092948551838962,1.7487897039120293,-0.33774114206297895,False,False,True,False
64000.0,1.7027114109942083,0.0,-0.014468701681598103,1.2657299704527087,0,7111.111111111111,0.7168979404301677,0.12838915571849938,-0.16727016840171285,True,False,False,False
179000.0,-1.125265608024848,1.0,-0.014479442364372434,-1.2909732847549296,0,22375.0,1.61783723340406,-0.9346187243669639,0.4451786460753563,False,False,False,True
93200.0,-0.8324011682531612,1.0,-0.014468701681598103,-1.2909732847549296,0,10355.555555555555,0.1714235032256855,1.7487897039120293,0.068732804213078,False,False,True,False
185000.0,-0.6351389217530246,1.0,-0.014404257584952129,0.20043694744952617,0,12333.333333333334,2.413559718457235,1.7487897039120293,3.590713937960264,False,False,True,False
110000.0,-0.537755004964699,1.0,-0.01451166441269542,-0.6517974709530199,0,22000.0,0.5199635555482692,1.7487897039120293,0.18002307870043238,False,False,False,True
182000.0,-1.0389283770405302,1.0,-0.014479442364372434,-1.077914680154293,0,22750.0,1.61783723340406,0.12838915571849938,1.1788691035843615,False,False,False,True
150000.0,-0.6982755672296167,1.0,-0.014479442364372434,-0.6517974709530199,0,18750.0,1.61783723340406,0.12838915571849938,1.1788691035843615,False,False,False,True
155000.0,-0.7093222530336243,1.0,-0.014479442364372434,-0.8648560755536564,0,19375.0,-0.32036319269464486,1.7487897039120293,0.27267559763416027,False,False,True,False
198000.0,-0.8169256268503118,1.0,-0.014468701681598103,-1.077914680154293,0,22000.0,1.61783723340406,0.12838915571849938,0.8558122807230648,False,False,False,True
87000.0,-0.6232522805768227,1.0,-0.014468701681598103,-0.8648560755536564,0,9666.666666666666,-0.24807192448694768,1.7487897039120293,0.08879240241231086,False,False,True,False
195000.0,-0.6886033538528358,1.0,-0.014468701681598103,-1.077914680154293,0,21666.666666666668,1.61783723340406,0.12838915571849938,0.8558122807230648,False,False,False,True
225000.0,-0.4625662725567759,1.0,-0.014457960998823774,-0.4387388663523834,0,22500.0,1.61783723340406,1.7487897039120293,2.9642897574202522,False,False,False,True
44000.0,-0.8862728514425211,0.0,-0.014522405095469749,-0.8648560755536564,0,11000.0,-0.8102427462111627,-1.1334252924124224,-0.8015849257249965,False,False,True,False
145000.0,0.13125672239137753,1.0,-0.014479442364372434,-0.4387388663523834,0,18125.0,0.7168979404301677,1.7487897039120293,1.3936479948991085,False,False,False,True
129000.0,1.4042218155481305,1.0,-0.014382776219403471,2.3310229934558913,0,7588.235294117647,0.5199635555482692,1.7487897039120293,1.0205983709655788,True,False,False,False
252000.0,-0.8597124444460189,1.0,-0.014436479633275117,-0.6517974709530199,0,21000.0,1.61783723340406,1.7487897039120293,2.9642897574202522,False,False,False,True
150000.0,-1.1143461881863244,1.0,-0.014500923729921091,-0.6517974709530199,0,25000.0,1.61783723340406,1.7487897039120293,1.4574591147824754,False,True,False,False
78000.0,0.4444837166404978,1.0,-0.014479442364372434,0.6265541566507993,0,9750.0,0.7168979404301677,1.7487897039120293,0.3604595735481716,False,False,True,False
149000.0,-0.5399567061675715,1.0,-0.014468701681598103,-0.22568026175174685,0,16555.555555555555,1.61783723340406,0.12838915571849938,0.8558122807230648,False,False,True,False
110000.0,-0.08419183057641692,1.0,-0.014490183047146762,-0.6517974709530199,0,15714.285714285714,0.11004421352280759,1.7487897039120293,0.17671313981439438,False,False,False,True
232000.0,-0.8201200025839591,1.0,-0.014436479633275117,-0.6517974709530199,0,19333.333333333332,1.61783723340406,1.7487897039120293,2.9642897574202522,False,False,False,True
258000.0,-0.7534962696531066,1.0,-0.014436479633275117,-0.6517974709530199,0,21500.0,1.61783723340406,1.7487897039120293,2.9642897574202522,False,False,False,True
54000.0,-0.4740965690296226,0.0,-0.01451166441269542,-0.22568026175174685,0,10800.0,0.11004421352280759,-1.1334252924124224,-0.4082097375437444,False,False,True,False
218000.0,-1.2150899264634265,1.0,-0.014479442364372434,-1.2909732847549296,0,27250.0,1.61783723340406,1.7487897039120293,1.240064991829398,False,False,False,True
335000.0,-1.2145045030222001,1.0,-0.014447220316049445,-1.077914680154293,0,30454.545454545456,1.61783723340406,0.12838915571849938,0.8267724449304006,False,False,False,True
52000.0,1.0155006505739257,1.0,-0.014425738950500788,2.544081598056528,0,4000.0,1.2004690324034661,1.7487897039120293,1.128586419998969,True,False,False,False
198000.0,-0.30278385289166515,1.0,-0.014457960998823774,-0.4387388663523834,0,19800.0,1.61783723340406,1.7487897039120293,2.9642897574202522,False,False,False,True
89000.0,-0.11716644223331074,1.0,-0.014479442364372434,0.6265541566507993,0,11125.0,1.61783723340406,1.7487897039120293,1.240064991829398,False,False,True,False
120000.0,-1.0589345868146085,1.0,-0.014490183047146762,-1.504031889355566,0,17142.85714285714,0.1714235032256855,0.645607861430407,0.778443351921007,True,False,False,False
123000.0,1.5245645125097624,1.0,-0.014425738950500788,0.4134955520501627,0,9461.538461538461,1.2004690324034661,1.7487897039120293,1.3936479948991085,True,False,False,False
128000.0,-0.12989303878170666,1.0,-0.014479442364372434,-0.6517974709530199,0,16000.0,0.7168979404301677,0.12838915571849938,0.7777888788965621,False,False,True,False
121000.0,-1.3211024757115644,1.0,-0.014479442364372434,-1.2909732847549296,0,15125.0,-0.32036319269464486,-0.9346187243669639,0.3028550113639118,False,False,True,False
58000.0,0.5064367886380892,1.0,-0.01451166441269542,0.8396127612514358,0,11600.0,-0.32036319269464486,-0.9346187243669639,-0.27162723695701885,False,False,True,False
225000.0,0.30281124386375446,1.0,-0.0143935169021778,-0.012621657151110341,0,14062.5,1.61783723340406,1.7487897039120293,3.313871848620119,True,False,False,False
225000.0,-0.384424969749625,1.0,-0.014457960998823774,-0.4387388663523834,0,22500.0,1.61783723340406,1.7487897039120293,2.221556370821766,False,False,False,True
138000.0,-1.1862005522985677,1.0,-0.014500923729921091,-1.2909732847549296,0,23000.0,1.2004690324034661,-0.9346187243669639,-0.026885704658305653,False,False,True,False
28500.0,0.5191633851864851,0.0,-0.01451166441269542,1.0526713658520723,0,5700.0,-0.6547472531184948,-0.9497616223813684,-0.932723118563068,False,False,True,False
146000.0,-1.0080282006210248,1.0,-0.014468701681598103,-1.077914680154293,0,16222.222222222223,0.5199635555482692,1.7487897039120293,0.22122644167615824,False,False,False,True
51000.0,-0.18079942497529033,0.0,-0.01451166441269542,-0.8648560755536564,0,10200.0,-0.6547472531184948,-1.164846784639172,-0.38651863159071703,True,False,False,False
85000.0,-0.23170581116887398,1.0,-0.014500923729921091,-0.8648560755536564,0,14166.666666666666,-0.7107256994550611,1.7487897039120293,0.24995638468184,False,False,True,False
59000.0,0.43007720934771365,1.0,-0.014457960998823774,0.6265541566507993,0,5900.0,0.7168979404301677,0.12838915571849938,0.7777888788965621,False,False,True,False
265000.0,-0.3335185835560413,1.0,-0.014103518467270915,0.6265541566507993,0,6162.790697674419,2.6714025272308954,1.7487897039120293,2.739345221315201,False,False,True,False
80000.0,-0.8680356385886698,1.0,-0.01451166441269542,-1.504031889355566,0,16000.0,-0.9345511308118133,-0.9497616223813684,0.058523025031739284,False,False,False,True
118000.0,-0.2571590042656658,1.0,-0.014468701681598103,-0.22568026175174685,0,13111.111111111111,0.7168979404301677,1.7487897039120293,0.3604595735481716,False,False,True,False
230000.0,-0.28261219736245763,1.0,-0.014404257584952129,-0.22568026175174685,0,15333.333333333334,0.7168979404301677,1.7487897039120293,0.9292993840555308,True,False,False,False
71000.0,-0.384424969749625,0.0,-0.014500923729921091,1.0526713658520723,0,11833.333333333334,1.61783723340406,0.12838915571849938,1.1788691035843615,False,False,True,False
245000.0,1.3845719504774074,1.0,-0.014447220316049445,-0.22568026175174685,0,22272.727272727272,0.5199635555482692,1.7487897039120293,2.0317591937327775,True,False,False,False
79000.0,0.5827963679284647,1.0,-0.014457960998823774,0.6265541566507993,0,7900.0,1.61783723340406,0.12838915571849938,0.8267724449304006,False,False,True,False
118000.0,-0.11716644223331074,1.0,-0.014479442364372434,-0.4387388663523834,0,14750.0,0.7168979404301677,0.12838915571849938,0.7777888788965621,False,False,True,False
74000.0,0.49371019208969324,0.0,-0.014490183047146762,-0.4387388663523834,0,10571.42857142857,-0.8102427462111627,-0.13969362055378792,-0.0592821193683227,True,False,False,False
310000.0,-0.677136690362731,1.0,-0.014479442364372434,-0.8648560755536564,0,38750.0,1.61783723340406,0.12838915571849938,4.967070708367655,False,True,False,False
47000.0,0.022826119799044333,1.0,-0.01451166441269542,1.0526713658520723,0,9400.0,-0.32036319269464486,-0.9346187243669639,-0.27162723695701885,False,False,True,False
63000.0,-0.2698856008140617,1.0,-0.014490183047146762,-0.4387388663523834,0,9000.0,-0.8102427462111627,1.7487897039120293,-0.1688273628391848,False,False,True,False
238000.0,-1.0716611833630045,1.0,-0.014479442364372434,-1.2909732847549296,0,29750.0,1.2004690324034661,1.7487897039120293,0.5325102385989583,False,False,False,True
185000.0,-0.015353669846143416,1.0,-0.014425738950500788,0.20043694744952617,0,14230.76923076923,1.2004690324034661,1.7487897039120293,1.3936479948991085,True,False,False,False
54000.0,-0.43533135594320865,0.0,-0.01451166441269542,-0.22568026175174685,0,10800.0,0.11004421352280759,-1.1334252924124224,-0.4082097375437444,False,False,True,False
123000.0,0.6973357368640278,1.0,-0.014468701681598103,0.20043694744952617,0,13666.666666666666,1.61783723340406,0.12838915571849938,0.8267724449304006,False,False,True,False
350000.0,-0.44805795249160457,1.0,-0.014318332122757496,-0.6517974709530199,0,15217.391304347826,0.7168979404301677,1.7487897039120293,5.104510043501061,False,False,False,True
255000.0,-0.7025898834595229,1.0,-0.014372035536629142,-0.6517974709530199,0,14166.666666666666,1.4293979033596458,1.7487897039120293,1.8967741324410399,False,False,True,False
93000.0,-0.28261219736245763,1.0,-0.014479442364372434,-0.4387388663523834,0,11625.0,-0.32036319269464486,1.7487897039120293,0.27267559763416027,False,False,True,False
78000.0,1.5754708987033461,1.0,-0.014447220316049445,1.4787885750533454,0,7090.909090909091,1.61783723340406,1.374316969122095,1.5834451719880969,True,False,False,False
225000.0,0.4046240162509218,1.0,-0.01428611007443451,0.20043694744952617,0,8653.846153846154,1.61783723340406,1.7487897039120293,3.313871848620119,False,False,True,False
188000.0,-1.14802076265338,1.0,-0.014479442364372434,-1.077914680154293,0,23500.0,1.61783723340406,1.7487897039120293,2.1004788612994805,True,False,False,False
185000.0,-0.2698856008140617,1.0,-0.014490183047146762,-0.4387388663523834,0,26428.571428571428,1.2004690324034661,1.7487897039120293,1.128586419998969,True,False,False,False
36000.0,-0.28261219736245763,0.0,-0.014522405095469749,-0.012621657151110341,0,9000.0,-0.6547472531184948,-1.1334252924124224,-0.8428143786987349,False,False,True,False
37500.0,-0.4735111455883964,0.0,-0.01451166441269542,-0.8648560755536564,0,7500.0,-0.8102427462111627,-1.1334252924124224,-0.8015849257249965,False,False,True,False
116000.0,-0.08534995086232096,1.0,-0.014500923729921091,-0.22568026175174685,0,19333.333333333332,1.61783723340406,0.12838915571849938,0.9739671679738876,True,False,False,False
48500.0,-0.14261963533010258,0.0,-0.01451166441269542,-0.8648560755536564,0,9700.0,-0.9345511308118133,-1.1334252924124224,-0.7674136132819462,False,False,True,False
93000.0,0.010099523250648416,1.0,-0.014404257584952129,0.4134955520501627,0,6200.0,1.5274482590375342,0.12838915571849938,0.7391749704543197,False,False,True,False
265000.0,0.073732505992628,1.0,-0.014414998267726459,-0.4387388663523834,0,18928.571428571428,1.2004690324034661,1.7487897039120293,1.3936479948991085,True,False,False,False
52000.0,0.9136878781867585,0.0,-0.014500923729921091,-0.22568026175174685,0,8666.666666666666,0.11004421352280759,-0.9346187243669639,-0.4912343155018833,False,False,True,False
