brand,model,price,kilometrage,body_type,fuel_type,transmission,puissance_fiscale,registration_year,new,fuel_type_simple,year_extracted
Hyundai,Tucson,87000.0,136000.0,Berline,Diesel,Automatique,120.0,6.2021,no,diesel,2021.0
Volkswagen,Tiguan,37500.0,220000.0,Berline,Essence,Automatique,13.0,6.2009,no,essence,2009.0
Volkswagen,Amarok,123654.0,285.0,Compacte,Diesel,Manuelle,8.0,6.2011,no,diesel,2011.0
Mercedes-Benz,Classe E,120000.0,157000.0,Berline,Essence,Automatique,11.0,6.2018,no,essence,2018.0
Toyota,Yaris,46000.0,186000.0,Berline,Essence,Manuelle,6.0,6.2019,no,essence,2019.0
Volkswagen,Polo,39000.0,214000.0,Compacte,Essence,Manuelle,4.0,6.2019,no,essence,2019.0
BMW,Serie 3,78000.0,135000.0,Berline,Essence,Automatique,7.0,6.2018,no,essence,2018.0
Citroen,DS,72000.0,145000.0,Berline,Essence,Automatique,10.0,6.2020,no,essence,2020.0
Citroen,C3,20000.0,140000.0,Autres,Essence,Manuelle,5.0,6.2008,no,essence,2008.0
Renault,Megane,46000.0,98000.0,Berline,Essence,Manuelle,7.0,6.2020,no,essence,2020.0
Renault,Clio,50000.0,71000.0,Berline,Essence,Manuelle,4.0,6.2021,no,essence,2021.0
MG,ehs,119900.0,15000.0,4 x 4,Electrique,Automatique,5.0,6.2024,no,electrique,2024.0
Hyundai,Ix 35,55000.0,175380.0,4 x 4,Diesel,Automatique,11.0,6.2013,no,diesel,2013.0
Opel,Astra,19500.0,285000.0,Compacte,Essence,Automatique,5.0,6.2010,no,essence,2010.0
Hyundai,Ix 35,55000.0,175380.0,4 x 4,Diesel,Automatique,11.0,6.2013,no,diesel,2013.0
Kia,Picanto,39000.0,78000.0,Berline,Essence,Manuelle,5.0,6.2020,no,essence,2020.0
Toyota,Aygo,39800.0,59000.0,Compacte,Essence,Automatique,5.0,6.2023,no,essence,2023.0
Renault,Kadjar,55200.0,100.0,Autres,Essence,Automatique,7.0,6.2018,no,essence,2018.0
Citroen,Berlingo,37800.0,200000.0,Utilitaire,Diesel,Manuelle,5.0,6.2021,no,diesel,2021.0
Isuzu,D-MAX,112000.0,500.0,Autres,Diesel,Manuelle,136.0,6.2025,no,diesel,2025.0
Citroen,C4,42000.0,98000.0,Compacte,Essence,Manuelle,5.0,6.2019,no,essence,2019.0
Citroen,C3,28000.0,132500.0,Autres,Essence,Manuelle,5.0,6.2015,no,essence,2015.0
Fiat,Panda,33500.0,119000.0,Pick up,Essence,Manuelle,4.0,6.2018,no,essence,2018.0
Ford,Fiesta,19500.0,300000.0,Compacte,Essence,Manuelle,5.0,6.2007,no,essence,2007.0
Hyundai,Grand i10,39500.0,58000.0,Autres,Essence,Manuelle,5.0,6.2022,no,essence,2022.0
Peugeot,208,25900.0,108000.0,Berline,Essence,Manuelle,5.0,6.2013,no,essence,2013.0
Volkswagen,Polo,34000.0,232700.0,Berline,Essence,Manuelle,5.0,6.2013,no,essence,2013.0
Mercedes-Benz,Classe C,142000.0,30000.0,Berline,Essence,Automatique,8.0,6.2019,no,essence,2019.0
Kia,Picanto,32000.0,149000.0,Compacte,Essence,Manuelle,4.0,6.2016,no,essence,2016.0
Haval,jolion,77500.0,70000.0,4 x 4,Essence,Automatique,9.0,6.2022,no,essence,2022.0
Hyundai,I 20,45000.0,115000.0,Compacte,Essence,Manuelle,5.0,6.2019,no,essence,2019.0
Hyundai,I 20,48500.0,104000.0,Berline,Essence,Manuelle,5.0,6.2020,no,essence,2020.0
Land Rover,Range Rover Sport,280000.0,50000.0,4 x 4,Diesel,Automatique,16.0,6.2020,no,diesel,2020.0
Renault,Clio,43799.0,120000.0,Autres,Essence,Manuelle,4.0,6.2022,no,essence,2022.0
Kia,Rio,35500.0,196000.0,Berline,Essence,Manuelle,5.0,6.2016,no,essence,2016.0
Mazda,MX3,56000.0,73000.0,Autres,Essence,Manuelle,6.0,6.2017,no,essence,2017.0
Jeep,Compass,65000.0,101000.0,Pick up,Essence,Manuelle,6.0,6.2017,no,essence,2017.0
Hyundai,Tucson,90000.0,81000.0,4 x 4,Diesel,Manuelle,6.0,6.2020,no,diesel,2020.0
Fiat,500,32700.0,117000.0,Compacte,Essence,Manuelle,4.0,6.2015,no,essence,2015.0
Isuzu,D-MAX,165000.0,129.0,4 x 4,Diesel,Automatique,10.0,6.2019,no,diesel,2019.0
Hyundai,I 20,37000.0,150.0,Compacte,Essence,Manuelle,5.0,6.2019,no,essence,2019.0
Kia,Picanto,41500.0,102766.0,Compacte,Essence,Automatique,5.0,6.2018,no,essence,2018.0
Ssangyong,Korando,43000.0,155500.0,4 x 4,Diesel,Manuelle,10.0,6.2015,no,diesel,2015.0
Chevrolet,Aveo,45000.0,40.0,Berline,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Volkswagen,Polo,36500.0,160000.0,Compacte,Essence,Manuelle,5.0,6.2014,no,essence,2014.0
Mercedes-Benz,Classe C,195000.0,38000.0,Berline,Hybride,Automatique,10.0,6.2022,no,hybride,2022.0
Fiat,Grande Punto,22500.0,220000.0,Compacte,Essence,Manuelle,4.0,6.2013,no,essence,2013.0
Fiat,Panda,93000.0,93.0,Autres,Essence,Manuelle,4.0,6.2020,no,essence,2020.0
Fiat,Panda,38800.0,150.0,Autres,Essence,Manuelle,4.0,6.2020,no,essence,2020.0
Ford,ECOSPORT,43000.0,230000.0,Autres,Diesel,Automatique,7.0,6.2018,no,diesel,2018.0
Citroen,Nemo,26000.0,209000.0,Utilitaire,Diesel,Manuelle,5.0,6.2017,no,diesel,2017.0
Geely,GK-GS,80000.0,17.0,Autres,Essence,Automatique,10.0,6.2024,no,essence,2024.0
Ford,Ka,24000.0,159000.0,Utilitaire,Essence,Manuelle,4.0,6.2015,no,essence,2015.0
Volkswagen,Polo,46000.0,48000.0,Compacte,Essence,Manuelle,4.0,6.2021,no,essence,2021.0
Ford,Focus,43500.0,0.0,Berline,Essence,Automatique,6.0,6.2016,no,essence,2016.0
Citroen,C4 Cactus,45500.0,240.0,Compacte,Diesel,Manuelle,5.0,6.2017,no,diesel,2017.0
Dacia,Sandero,32000.0,250000.0,Compacte,Essence,Manuelle,4.0,6.2017,no,essence,2017.0
Ford,Focus,46000.0,157000.0,Compacte,Essence,Automatique,7.0,6.2018,no,essence,2018.0
Ford,Fiesta,25000.0,240000.0,Compacte,Essence,Manuelle,5.0,6.2011,no,essence,2011.0
Citroen,C35,33000.0,81000.0,Compacte,Essence,Manuelle,4.0,6.2019,no,essence,2019.0
Peugeot,207,26500.0,163000.0,Compacte,Essence,Manuelle,6.0,6.2010,no,essence,2010.0
Nissan,X-Trail,65000.0,180.0,Berline,Diesel,Manuelle,7.0,6.2017,no,diesel,2017.0
Kia,Rio,42000.0,160000.0,Berline,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Suzuki,Baleno,50000.0,83300.0,Compacte,Essence,Automatique,5.0,6.2019,no,essence,2019.0
Volkswagen,Passat CC,38000.0,233000.0,Berline,Essence,Automatique,9.0,6.2009,no,essence,2009.0
Hyundai,I 10,28900.0,140000.0,Autres,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Hyundai,Tucson,100000.0,41000.0,Utilitaire,Essence,Automatique,11.0,6.2018,no,essence,2018.0
Renault,Clio,23000.0,267800.0,Compacte,Essence,Manuelle,5.0,6.2007,no,essence,2007.0
Geely,GK-GL,123456.0,24000.0,Compacte,Essence,Automatique,6.0,6.2024,no,essence,2024.0
Mercedes-Benz,Classe GLC,220000.0,95000.0,4 x 4,Diesel,Automatique,12.0,6.2020,no,diesel,2020.0
Fiat,Fiorino,34500.0,65000.0,Utilitaire,Diesel,Manuelle,5.0,6.2021,no,diesel,2021.0
Ford,Fiesta,24000.0,260.0,Berline,Essence,Manuelle,5.0,6.2012,no,essence,2012.0
Ford,Puma,76000.0,90000.0,Berline,Hybride essence,Manuelle,,6.2021,no,hybride,2021.0
Citroen,C4,28900.0,265000.0,Berline,Diesel,Manuelle,6.0,6.2009,no,diesel,2009.0
Volkswagen,Golf 7,69000.0,62000.0,Compacte,Essence,Manuelle,6.0,6.2020,no,essence,2020.0
BMW,X3,50000.0,292000.0,4 x 4,Diesel,Automatique,11.0,6.2007,no,diesel,2007.0
Toyota,RAV 4,125000.0,83000.0,Berline,Hybride essence,Automatique,9.0,6.2022,no,hybride,2022.0
Suzuki,Swift,33500.0,17000.0,Autres,Essence,Manuelle,4.0,6.2019,no,essence,2019.0
Renault,Clio,45000.0,80.0,Compacte,Essence,Automatique,4.0,6.2020,no,essence,2020.0
Mercedes-Benz,Classe GLA,105000.0,190000.0,Compacte,Essence,Automatique,8.0,6.2018,no,essence,2018.0
Hyundai,Tucson,113000.0,92000.0,Berline,Diesel,Automatique,7.0,6.2022,no,diesel,2022.0
Volkswagen,Tiguan,105000.0,107000.0,Autres,Essence,Automatique,7.0,6.2021,no,essence,2021.0
Porsche,Cayenne,112000.0,200000.0,Berline,Essence,Automatique,30.0,6.2012,no,essence,2012.0
Kia,Picanto,40000.0,98.0,Autres,Essence,Manuelle,4.0,6.2022,no,essence,2022.0
Kia,Picanto,41000.0,59000.0,Compacte,Essence,Manuelle,56.0,6.2022,no,essence,2022.0
Volkswagen,Polo,24800.0,240000.0,Berline,Essence,Manuelle,5.0,6.2007,no,essence,2007.0
Renault,Fluence,26000.0,300000.0,Berline,Diesel,Manuelle,6.0,6.2011,no,diesel,2011.0
Citroen,C3,23500.0,226.0,Compacte,Essence,Manuelle,5.0,6.2011,no,essence,2011.0
Mazda,3,42000.0,88000.0,Berline,Essence,Automatique,6.0,6.2016,no,essence,2016.0
Hyundai,I 20,49000.0,100500.0,Berline,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Citroen,Nemo,24500.0,191000.0,Utilitaire,Diesel,Manuelle,5.0,6.2018,no,diesel,2018.0
Chevrolet,Optra,18000.0,0.0,Autres,Essence,Manuelle,7.0,6.2008,no,essence,2008.0
Ford,Ka,26000.0,182000.0,Compacte,Essence,Manuelle,4.0,6.2015,no,essence,2015.0
BMW,Serie 3,52000.0,200000.0,Berline,Essence,Automatique,7.0,6.2014,no,essence,2014.0
Kia,Picanto,32000.0,61000.0,Compacte,Essence,Manuelle,5.0,6.2017,no,essence,2017.0
Kia,Rio,40000.0,74000.0,Berline,Essence,Manuelle,5.0,6.2017,no,essence,2017.0
Citroen,C3,36000.0,94000.0,Berline,Essence,Manuelle,5.0,6.2018,no,essence,2018.0
Mercedes-Benz,Classe GLA,161000.0,79000.0,Berline,Hybride essence,Automatique,8.0,6.2021,no,hybride,2021.0
Mazda,2,28500.0,119000.0,Berline,Essence,Manuelle,5.0,6.2015,no,essence,2015.0
Mercedes-Benz,Classe GLC,165000.0,151000.0,4 x 4,Diesel,Automatique,11.0,6.2018,no,diesel,2018.0
Geely,GK-GL,54000.0,53000.0,Compacte,Essence,Automatique,6.0,6.2021,no,essence,2021.0
Volkswagen,Golf 5,31500.0,21200.0,Berline,Essence,Manuelle,5.0,6.2006,no,essence,2006.0
Ford,Focus,35000.0,291000.0,Berline,Essence,Automatique,7.0,6.2013,no,essence,2013.0
Fiat,Punto,24500.0,245000.0,Berline,Essence,Manuelle,5.0,6.2010,no,essence,2010.0
Citroen,C35,28000.0,159317.0,Berline,Essence,Manuelle,5.0,6.2015,no,essence,2015.0
Kia,Rio,45000.0,100000.0,Compacte,Essence,Manuelle,5.0,6.2022,no,essence,2022.0
Kia,Sportage,78000.0,100000.0,4 x 4,Essence,Automatique,8.0,6.2022,no,essence,2022.0
Peugeot,301,38500.0,200000.0,Berline,Diesel,Manuelle,5.0,6.2024,no,diesel,2024.0
Ford,F150,21000.0,2000.0,4 x 4,Essence,Manuelle,12.0,6.2014,no,essence,2014.0
Renault,Megane,18500.0,300.0,Berline,Essence,Manuelle,6.0,6.2006,no,essence,2006.0
Isuzu,D-MAX,102000.0,1500.0,Pick up,Diesel,Manuelle,7.0,6.2025,no,diesel,2025.0
Renault,Symbol,26900.0,206.0,Berline,Essence,Manuelle,5.0,6.2015,no,essence,2015.0
Renault,Clio,26500.0,230.0,Autres,Essence,Manuelle,4.0,6.2010,no,essence,2010.0
Volkswagen,Polo,33800.0,146500.0,Compacte,Essence,Manuelle,4.0,6.2015,no,essence,2015.0
Peugeot,508,35000.0,254000.0,Berline,Essence,Automatique,7.0,6.2011,no,essence,2011.0
Volkswagen,Polo,60000.0,95000.0,Compacte,Essence,Manuelle,4.0,6.2020,no,essence,2020.0
Volkswagen,Golf,138000.0,23000.0,Berline,Hybride essence,Automatique,8.0,6.2023,no,hybride,2023.0
Peugeot,Partner,40000.0,156.0,Utilitaire,Diesel,Manuelle,5.0,6.2016,no,diesel,2016.0
Chery,QQ,18000.0,76000.0,Compacte,Essence,Manuelle,4.0,6.2018,no,essence,2018.0
Chery,Tiggo,29000.0,210000.0,Autres,Essence,Manuelle,6.0,6.2020,no,essence,2020.0
Seat,Tarraco,89900.0,172500.0,Monospace,Essence,Automatique,9.0,6.2020,no,essence,2020.0
Kia,Picanto,33000.0,99200.0,Compacte,Essence,Manuelle,4.0,6.2014,no,essence,2014.0
Toyota,Avensis,26000.0,240000.0,Monospace,Essence,Manuelle,6.0,6.2013,no,essence,2013.0
Seat,Arosa,68000.0,53000.0,Compacte,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Hyundai,I 20,26600.0,270.0,Compacte,Essence,Automatique,4.0,6.2015,no,essence,2015.0
BMW,Serie 4,90000.0,230.0,Berline,Essence,Automatique,10.0,6.2015,no,essence,2015.0
Ford,Focus,32500.0,215.0,Berline,Essence,Manuelle,4.0,6.2012,no,essence,2012.0
Peugeot,208,37500.0,21000.0,Compacte,Essence,Manuelle,4.0,6.2020,no,essence,2020.0
Land Rover,Range Rover Evoque,80000.0,215000.0,4 x 4,Diesel,Automatique,9.0,6.2012,no,diesel,2012.0
Nissan,King Cab,45000.0,230000.0,Pick up,Diesel,Manuelle,8.0,6.2009,no,diesel,2009.0
Toyota,Hilux,130000.0,90000.0,Pick up,Diesel,Manuelle,8.0,6.2019,no,diesel,2019.0
Dacia,Logan,12500.0,250.0,Autres,Diesel,Manuelle,4.0,6.2011,no,diesel,2011.0
Peugeot,208,35800.0,192000.0,Compacte,Diesel,Manuelle,4.0,6.2016,no,diesel,2016.0
Mazda,3,42000.0,112000.0,Berline,Essence,Manuelle,6.0,6.2016,no,essence,2016.0
MG,5,38000.0,110000.0,Berline,Essence,Manuelle,5.0,6.2022,no,essence,2022.0
Toyota,RAV 4,38000.0,225000.0,Compacte,Diesel,Manuelle,8.0,6.2010,no,diesel,2010.0
Citroen,Grand C4 Picasso,43000.0,145000.0,Monospace,Diesel,Automatique,7.0,6.2013,no,diesel,2013.0
Renault,Clio,32000.0,200000.0,Berline,Essence,Manuelle,5.0,6.2014,no,essence,2014.0
Citroen,C4 Cactus,26500.0,200000.0,Compacte,Essence,Manuelle,6.0,6.2012,no,essence,2012.0
Citroen,C3,20600.0,186000.0,Compacte,Essence,Manuelle,4.0,6.2006,no,essence,2006.0
Audi,A5,123456.0,170000.0,Berline,Essence,Automatique,10.0,6.2018,no,essence,2018.0
Dacia,Duster,70000.0,68000.0,4 x 4,Diesel,Manuelle,6.0,6.2020,no,diesel,2020.0
BMW,Serie 1,45000.0,155000.0,Compacte,Essence,Manuelle,7.0,6.2012,no,essence,2012.0
MG,GT,76000.0,50000.0,Autres,Essence,Manuelle,7.0,6.2023,no,essence,2023.0
BMW,X3,169000.0,50.0,4 x 4,Electrique,Automatique,5.0,6.2023,no,electrique,2023.0
BMW,X4,239000.0,32.0,4 x 4,Electrique,Automatique,7.0,6.2023,no,electrique,2023.0
Toyota,Corolla verso,85000.0,40000.0,Berline,Essence,Automatique,6.0,6.2022,no,essence,2022.0
Skoda,Fabia,44000.0,126000.0,Compacte,Essence,Manuelle,4.0,6.2021,no,essence,2021.0
BMW,X1,77000.0,125000.0,4 x 4,Essence,Automatique,7.0,6.2017,no,essence,2017.0
Volkswagen,Golf,34000.0,278000.0,Compacte,Diesel,Manuelle,5.0,6.2010,no,diesel,2010.0
Peugeot,3008,95000.0,34000.0,Berline,Essence,Manuelle,7.0,6.2022,no,essence,2022.0
Autres,Autres,35000.0,130000.0,Pick up,Diesel,Manuelle,7.0,6.2018,no,diesel,2018.0
Autres,Autres,135000.0,60000.0,4 x 4,Essence,Automatique,11.0,6.2023,no,essence,2023.0
Autres,Autres,45000.0,30000.0,Berline,Essence,Manuelle,,6.2023,no,essence,2023.0
Haval,jolion,81000.0,29000.0,Autres,Essence,Automatique,9.0,6.2022,no,essence,2022.0
Volkswagen,Jetta,39500.0,300.0,Berline,Diesel,Manuelle,5.0,6.2012,no,diesel,2012.0
Ford,Fiesta,28000.0,148.0,Compacte,Essence,Automatique,5.0,6.2010,no,essence,2010.0
Kia,Rio,52000.0,144000.0,Compacte,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Ssangyong,Tivoli,49500.0,140000.0,Berline,Essence,Automatique,7.0,6.2016,no,essence,2016.0
Dacia,Sandero,32500.0,97.0,Compacte,Essence,Manuelle,5.0,6.2015,no,essence,2015.0
Audi,A3,65000.0,86000.0,Compacte,Essence,Manuelle,,6.2016,no,essence,2016.0
Fiat,Panda,23000.0,186000.0,Compacte,Essence,Manuelle,4.0,6.2009,no,essence,2009.0
Chevrolet,Aveo,22000.0,159000.0,Compacte,Essence,Manuelle,5.0,6.2008,no,essence,2008.0
Renault,Symbol,24000.0,247000.0,Berline,Essence,Manuelle,5.0,6.2013,no,essence,2013.0
Renault,Fluence,26500.0,333.0,Berline,Diesel,Manuelle,6.0,6.2011,no,diesel,2011.0
Volkswagen,T-ROC,96500.0,5000.0,4 x 4,Essence,Manuelle,6.0,6.2021,no,essence,2021.0
Renault,Clio,27000.0,260000.0,Compacte,Diesel,Manuelle,4.0,6.2012,no,diesel,2012.0
Toyota,Hi Ace,18000.0,300000.0,Autres,Diesel,Manuelle,10.0,6.2009,no,diesel,2009.0
Citroen,C35,43000.0,126000.0,Berline,Diesel,Manuelle,5.0,6.2021,no,diesel,2021.0
Dacia,Dokker,31000.0,220000.0,Utilitaire,Diesel,Manuelle,,6.2019,no,diesel,2019.0
Nissan,X-Trail,65000.0,117253.0,Berline,Diesel,Manuelle,7.0,6.2017,no,diesel,2017.0
Peugeot,508,39500.0,172000.0,Berline,Essence,Automatique,7.0,6.2015,no,essence,2015.0
Citroen,C4,34998.0,200000.0,Autres,Essence,Manuelle,5.0,6.2017,no,essence,2017.0
Suzuki,Swift,35000.0,130000.0,Berline,Essence,Manuelle,5.0,6.2020,no,essence,2020.0
Ford,Ranger,165000.0,108000.0,Pick up,Diesel,Automatique,7.0,6.2021,no,diesel,2021.0
Chevrolet,Aveo,23000.0,141000.0,Berline,Essence,Manuelle,5.0,6.2013,no,essence,2013.0
Volkswagen,Golf 8,75000.0,15500.0,Compacte,Essence,Manuelle,6.0,6.2021,no,essence,2021.0
BMW,Serie 4,95000.0,129999.0,Berline,Essence,Automatique,10.0,6.2015,no,essence,2015.0
Peugeot,208,42000.0,120000.0,Berline,Essence,Manuelle,4.0,6.2022,no,essence,2022.0
Ford,Fiesta,28500.0,188.0,Compacte,Essence,Manuelle,5.0,6.2012,no,essence,2012.0
Nissan,Qashqai,77000.0,89000.0,Autres,Essence,Manuelle,6.0,6.2018,no,essence,2018.0
Skoda,Fabia,36500.0,260000.0,Compacte,Essence,Manuelle,5.0,6.2018,no,essence,2018.0
Mercedes-Benz,Classe C,64999.0,251570.0,Berline,Essence,Automatique,8.0,6.2014,no,essence,2014.0
Seat,Altea,97000.0,102000.0,4 x 4,Essence,Automatique,8.0,6.2021,no,essence,2021.0
Kia,Sportage,119000.0,86000.0,Autres,Essence,Automatique,10.0,6.2022,no,essence,2022.0
Land Rover,Range Rover Evoque,178000.0,53000.0,4 x 4,Hybride essence,Automatique,11.0,6.2021,no,hybride,2021.0
Honda,City,57000.0,55000.0,Berline,Essence,Automatique,120.0,6.2020,no,essence,2020.0
Audi,Q5,70000.0,110853.0,4 x 4,Diesel,Manuelle,8.0,6.2013,no,diesel,2013.0
Peugeot,Partner,60000.0,128620.0,Autres,Diesel,Manuelle,5.0,6.2020,no,diesel,2020.0
Mercedes-Benz,Classe C,158000.0,82000.0,Berline,Essence,Automatique,9.0,6.2020,no,essence,2020.0
BMW,Serie 3 GT,144000.0,85000.0,Berline,Diesel,Automatique,7.0,6.2020,no,diesel,2020.0
Suzuki,Celerio,38900.0,29000.0,Compacte,Essence,Manuelle,4.0,6.2023,no,essence,2023.0
Mercedes-Benz,Classe A,47000.0,210.0,Utilitaire,Essence,Manuelle,6.0,6.2015,no,essence,2015.0
Kia,Picanto,38000.0,73000.0,Autres,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Haval,H6,61000.0,211780.0,4 x 4,Essence,Automatique,9.0,6.2019,no,essence,2019.0
Mercedes-Benz,Classe C,148000.0,71000.0,Berline,Diesel,Automatique,9.0,6.2019,no,diesel,2019.0
Opel,Corsa,27000.0,200000.0,Compacte,Essence,Manuelle,5.0,6.2014,no,essence,2014.0
Volkswagen,Polo,32000.0,200000.0,Compacte,Essence,Manuelle,5.0,6.2013,no,essence,2013.0
Audi,Q3,96000.0,123000.0,Autres,Essence,Manuelle,6.0,6.2022,no,essence,2022.0
Nissan,Micra,28500.0,143000.0,Compacte,Essence,Manuelle,5.0,6.2017,no,essence,2017.0
Citroen,C4 Cactus,38000.0,140000.0,Compacte,Essence,Manuelle,5.0,6.2016,no,essence,2016.0
BMW,Serie 5,195000.0,54000.0,Berline,Hybride essence,Automatique,10.0,6.2021,no,hybride,2021.0
Kia,Rio,49500.0,70000.0,Berline,Essence,Automatique,6.0,6.2017,no,essence,2017.0
Peugeot,301,21500.0,253000.0,Autres,Essence,Manuelle,5.0,6.2014,no,essence,2014.0
Dacia,Logan MCV,47000.0,222000.0,Berline,Essence,Automatique,5.0,6.2017,no,essence,2017.0
Ford,Focus,34000.0,172.0,Autres,Essence,Manuelle,6.0,6.2017,no,essence,2017.0
Peugeot,301,21500.0,253000.0,Autres,Essence,Manuelle,5.0,6.2014,no,essence,2014.0
Peugeot,Expert,65000.0,58000.0,Berline,Diesel,Manuelle,5.0,6.2020,no,diesel,2020.0
Nissan,Qashqai,37000.0,226000.0,4 x 4,Diesel,Manuelle,6.0,6.2011,no,diesel,2011.0
Opel,Corsa,27000.0,200000.0,Compacte,Essence,Automatique,5.0,6.2014,no,essence,2014.0
Honda,Brio Amaze,31000.0,83000.0,Berline,Essence,Manuelle,5.0,6.2017,no,essence,2017.0
Opel,Astra,33000.0,158000.0,Compacte,Essence,Automatique,8.0,6.2015,no,essence,2015.0
Citroen,Berlingo,45000.0,210000.0,Utilitaire,Diesel,Manuelle,5.0,6.2020,no,diesel,2020.0
Fiat,Doblo,19500.0,238000.0,Autres,Diesel,Manuelle,5.0,6.2014,no,diesel,2014.0
Opel,Corsa,27000.0,200000.0,Compacte,Essence,Automatique,5.0,6.2014,no,essence,2014.0
Citroen,Berlingo,45000.0,210000.0,Utilitaire,Diesel,Manuelle,5.0,6.2020,no,diesel,2020.0
MG,ZS,75000.0,60000.0,4 x 4,Essence,Automatique,9.0,6.2022,no,essence,2022.0
Fiat,Doblo,21000.0,230.0,Autres,Diesel,Manuelle,5.0,6.2017,no,diesel,2017.0
Haval,H6,45000.0,140000.0,Autres,Essence,Automatique,8.0,6.2022,no,essence,2022.0
Hyundai,I 10,34500.0,165.0,Compacte,Essence,Automatique,4.0,6.2017,no,essence,2017.0
Mahindra,Scorpion,19000.0,256.0,Autres,Diesel,Manuelle,2.5,6.2015,no,diesel,2015.0
Peugeot,3008,76000.0,72000.0,Monospace,Diesel,Automatique,7.0,6.2020,no,diesel,2020.0
Mercedes-Benz,Classe A,115000.0,86000.0,Compacte,Diesel,Automatique,5.0,6.2019,no,diesel,2019.0
Peugeot,307,22000.0,240.0,Compacte,Essence,Manuelle,5.0,6.2006,no,essence,2006.0
Mercedes-Benz,Classe C,64000.0,180000.0,Berline,Essence,Manuelle,9.0,6.2011,no,essence,2011.0
Peugeot,3008,54500.0,183000.0,Autres,Diesel,Manuelle,6.0,6.2016,no,diesel,2016.0
Mercedes-Benz,Classe E,55000.0,190000.0,Autres,Diesel,Manuelle,8.0,6.2011,no,diesel,2011.0
Citroen,Grand C4 Picasso,43000.0,145000.0,Monospace,Diesel,Automatique,7.0,6.2013,no,diesel,2013.0
Volkswagen,Golf,79000.0,60000.0,Berline,Diesel,Manuelle,6.0,6.2019,no,diesel,2019.0
Renault,Capture,60000.0,15000.0,Berline,Essence,Manuelle,5.0,6.2020,no,essence,2020.0
Ford,ECOSPORT,68000.0,65000.0,4 x 4,Essence,Automatique,7.0,6.2021,no,essence,2021.0
Volkswagen,Polo,51000.0,200000.0,Compacte,Essence,Manuelle,4.0,6.2020,no,essence,2020.0
Chery,A5,28000.0,270000.0,Berline,Essence,Manuelle,7.0,6.2019,no,essence,2019.0
Geely,GK-GL,47000.0,72000.0,Compacte,Essence,Automatique,6.0,6.2022,no,essence,2022.0
Honda,Brio Amaze,34000.0,150000.0,Autres,Essence,Manuelle,5.0,6.2019,no,essence,2019.0
Ford,Puma,80000.0,86000.0,Autres,Hybride essence,Manuelle,6.0,6.2022,no,hybride,2022.0
Volkswagen,Golf,89500.0,79000.0,Berline,Essence,Manuelle,8.0,6.2020,no,essence,2020.0
Kia,Rio,50000.0,130034.0,Berline,Essence,Automatique,,6.2018,no,essence,2018.0
Volkswagen,Passat,30000.0,292000.0,Compacte,Essence,Manuelle,7.0,6.2010,no,essence,2010.0
Mahindra,Hover,30000.0,45000.0,Utilitaire,Essence,Manuelle,588.0,6.2021,no,essence,2021.0
Toyota,Hilux,130000.0,173000.0,4 x 4,Diesel,Manuelle,150.0,6.2017,no,diesel,2017.0
Kia,Picanto,41500.0,109000.0,Compacte,Essence,Automatique,5.0,6.2021,no,essence,2021.0
Dacia,Duster,58000.0,62000.0,4 x 4,Essence,Manuelle,,6.2018,no,essence,2018.0
Ford,Focus,46000.0,157000.0,Compacte,Essence,Automatique,7.0,6.2018,no,essence,2018.0
Volkswagen,Transporter,20000.0,250000.0,Compacte,Diesel,Manuelle,7.0,6.2009,no,diesel,2009.0
Mercedes-Benz,Classe C,59900.0,178000.0,Berline,Essence,Automatique,11.0,6.2010,no,essence,2010.0
Kia,Rio,48500.0,94000.0,Utilitaire,Essence,Manuelle,5.0,6.2022,no,essence,2022.0
Peugeot,308,42000.0,250000.0,Compacte,Diesel,Manuelle,6.0,6.2013,no,diesel,2013.0
Citroen,C3 Pluriel,19500.0,103000.0,Cabriolet,Essence,Manuelle,,6.2008,no,essence,2008.0
Hyundai,I 20,40000.0,92000.0,Berline,Essence,Manuelle,5.0,6.2021,no,essence,2021.0
Toyota,C-HR,85000.0,49000.0,Autres,Essence,Manuelle,6.0,6.2020,no,essence,2020.0
Volkswagen,Golf,37000.0,182000.0,Compacte,Diesel,Manuelle,5.0,6.2011,no,diesel,2011.0
Volkswagen,Polo,32400.0,224215.0,Autres,Essence,Manuelle,,6.2010,no,essence,2010.0
Nissan,Sunny,28000.0,163000.0,Compacte,Essence,Automatique,6.0,6.2016,no,essence,2016.0
BMW,Serie 3,63000.0,195000.0,Berline,Essence,Automatique,136.0,6.2016,no,essence,2016.0
Alfa Romeo,147,28500.0,110000.0,Berline,Essence,Manuelle,7.0,6.2009,no,essence,2009.0
Hyundai,Grand i10,37000.0,12000.0,Berline,Essence,Manuelle,5.0,6.2020,no,essence,2020.0
Nissan,Qashqai,52000.0,165000.0,4 x 4,Essence,Automatique,6.0,6.2015,no,essence,2015.0
MG,ZS,72000.0,72000.0,4 x 4,Essence,Manuelle,6.0,6.2022,no,essence,2022.0
