brand,model,price,kilometrage,body_type,fuel_type,transmission,puissance_fiscale,registration_year,new,fuel_type_simple,year_extracted
MG,5,67000.0,26000.0,Berline,Electrique,Automatique,7 cv,3.2022,no,electrique,2022.0
Mercedes-Benz,Classe A,52000.0,174000.0,Compacte,Essence,Manuelle,6 cv,5.2014,no,essence,2014.0
Chery,Tiggo 2,39000.0,135000.0,SUV,Essence,Manuelle,6 cv,5.2020,no,essence,2020.0
Ford,Ranger,140000.0,70000.0,Pick up,Diesel,Automatique,7 cv,7.2020,no,diesel,2020.0
BMW,Série 3 coupé,39900.0,232000.0,Coupé,Essence,Manuelle,7 cv,9.2009,no,essence,2009.0
Volkswagen,Golf Plus,79000.0,72000.0,Citadine,Essence,Manuelle,6 cv,8.2018,no,essence,2018.0
Land Rover,Defender 110,200000.0,115000.0,SUV,Diesel,Manuelle,8 cv,3.2014,no,diesel,2014.0
Mercedes-Benz,Classe E,85000.0,252000.0,Berline,Essence,Automatique,9 cv,10.2017,no,essence,2017.0
BMW,Série 7,155500.0,200000.0,Berline,Diesel,Automatique,20 cv,12.2012,no,diesel,2012.0
Mercedes-Benz,Classe C,119000.0,146000.0,Berline,Essence,Automatique,8 cv,3.2017,no,essence,2017.0
Skoda,Octavia,43000.0,191000.0,Berline,Essence,Automatique,8 cv,1.2016,no,essence,2016.0
Mercedes-Benz,Classe S,65000.0,112000.0,Berline,Essence,Automatique,19 cv,7.2007,no,essence,2007.0
Peugeot,3008,62000.0,131000.0,SUV,Essence,Manuelle,7 cv,4.2017,no,essence,2017.0
Audi,Q3 Sportback,135000.0,122000.0,SUV,Essence,Automatique,9 cv,3.2021,no,essence,2021.0
Isuzu,D-Max Double Cabine,115000.0,244000.0,Pick up,Diesel,Manuelle,8 cv,11.2013,no,diesel,2013.0
Jaguar,XJL,129000.0,51000.0,Berline,Essence,Automatique,16 cv,12.2014,no,essence,2014.0
Porsche,Cayenne,85000.0,184000.0,SUV,Essence,Automatique,21 cv,10.2008,no,essence,2008.0
Land Rover,Range Rover Velar,295000.0,60000.0,SUV,Diesel,Automatique,11 cv,5.2019,no,diesel,2019.0
Volkswagen,Tiguan,117000.0,104000.0,SUV,Essence,Automatique,8 cv,6.2018,no,essence,2018.0
BMW,X5,86000.0,159000.0,SUV,Diesel,Automatique,19 cv,7.2010,no,diesel,2010.0
Land Rover,Range Rover Evoque,139000.0,130000.0,SUV,Diesel,Automatique,10 cv,7.2015,no,diesel,2015.0
Mercedes-Benz,Classe C,88000.0,160000.0,Berline,Diesel,Automatique,6 cv,6.2016,no,diesel,2016.0
Mercedes-Benz,Classe E,248000.0,15000.0,Berline,Essence,Automatique,9 cv,2.2022,no,essence,2022.0
BMW,X5,52000.0,295000.0,SUV,Diesel,Automatique,16 cv,11.2007,no,diesel,2007.0
Volkswagen,Passat CC,49500.0,191000.0,Berline,Essence,Automatique,10 cv,7.2014,no,essence,2014.0
Mercedes-Benz,Classe C,135000.0,113000.0,Berline,Essence,Automatique,8 cv,11.2017,no,essence,2017.0
BMW,Série 3,78000.0,177000.0,Berline,Essence,Automatique,7 cv,5.2018,no,essence,2018.0
GWM,Haval H6,126000.0,11000.0,SUV,Essence,Automatique,8 cv,9.2023,no,essence,2023.0
BMW,Série 5,79500.0,179000.0,Berline,Essence,Automatique,10 cv,9.2013,no,essence,2013.0
BMW,Série 4 Gran Coupé,125000.0,99000.0,Berline,Essence,Automatique,7 cv,3.2019,no,essence,2019.0
Mercedes-Benz,Classe A,119000.0,101000.0,Compacte,Essence,Automatique,7 cv,12.2020,no,essence,2020.0
Mercedes-Benz,Classe E,105000.0,223000.0,Berline,Essence,Automatique,9 cv,5.2017,no,essence,2017.0
Toyota,Hilux Double Cabine,149000.0,114000.0,Pick up,Diesel,Manuelle,8 cv,10.2019,no,diesel,2019.0
Mercedes-Benz,Classe C,145000.0,112000.0,Berline,Hybride léger essence,Automatique,10 cv,9.2019,no,hybride,2019.0
Porsche,Cayenne,155000.0,195000.0,SUV,Diesel,Automatique,15 cv,8.2012,no,diesel,2012.0
Audi,A4,37000.0,233000.0,Berline,Essence,Manuelle,7 cv,1.2011,no,essence,2011.0
Mercedes-Benz,Classe E,55000.0,199000.0,Berline,Essence,Automatique,11 cv,2.2010,no,essence,2010.0
Fiat,500 C,59000.0,20000.0,Citadine,Essence,Manuelle,4 cv,9.2020,no,essence,2020.0
Ford,Kuga,65000.0,208000.0,SUV,Essence,Automatique,11 cv,7.2017,no,essence,2017.0
Land Rover,Range Rover Sport,340000.0,47000.0,SUV,Hybride rechargeable essence,Automatique,17 cv,2.2019,no,hybride,2019.0
Volkswagen,Golf 6,41000.0,295000.0,Compacte,Diesel,Automatique,5 cv,10.2011,no,diesel,2011.0
Citroën,C3,44000.0,51000.0,Citadine,Essence,Manuelle,4 cv,4.2019,no,essence,2019.0
Ford,Ranger,68000.0,191000.0,Pick up,Diesel,Automatique,7 cv,10.2014,no,diesel,2014.0
Citroën,Jumpy Fourgon,65000.0,170000.0,Utilitaire,Diesel,Manuelle,7 cv,1.2019,no,diesel,2019.0
Mercedes-Benz,CLA,99000.0,20000.0,Berline,Essence,Automatique,7 cv,4.2018,no,essence,2018.0
Mercedes-Benz,Classe S,95000.0,151000.0,Berline,Essence,Automatique,19 cv,8.2008,no,essence,2008.0
Audi,A4,48000.0,241000.0,Berline,Essence,Automatique,11 cv,11.2008,no,essence,2008.0
Peugeot,3008,84900.0,132000.0,SUV,Essence,Automatique,9 cv,6.2018,no,essence,2018.0
Jaguar,XJL,120000.0,163000.0,Berline,Essence,Automatique,16 cv,6.2014,no,essence,2014.0
BMW,Série 3,85000.0,152000.0,Berline,Essence,Automatique,7 cv,5.2016,no,essence,2016.0
Porsche,Cayenne,65000.0,212000.0,SUV,Essence,Automatique,30 cv,6.2009,no,essence,2009.0
Dongfeng,SX3,65000.0,32000.0,SUV,Essence,Manuelle,8 cv,3.2021,no,essence,2021.0
Skoda,Octavia,109000.0,30000.0,Berline,Essence,Automatique,8 cv,2.2022,no,essence,2022.0
Peugeot,3008,80000.0,169000.0,SUV,Essence,Automatique,7 cv,5.2020,no,essence,2020.0
BMW,X3,75000.0,219000.0,SUV,Essence,Automatique,9 cv,6.2014,no,essence,2014.0
KIA,Sportage,85000.0,101000.0,SUV,Essence,Automatique,8 cv,7.2018,no,essence,2018.0
Land Rover,Range Rover Sport,350000.0,82000.0,SUV,Hybride rechargeable essence,Automatique,17 cv,6.2019,no,hybride,2019.0
KIA,Sorento,48000.0,250000.0,SUV,Diesel,Automatique,12 cv,9.2012,no,diesel,2012.0
KIA,Sportage,110000.0,132000.0,SUV,Diesel,Automatique,10 cv,1.2018,no,diesel,2018.0
Mazda,6,51000.0,141000.0,Berline,Essence,Automatique,9 cv,11.2014,no,essence,2014.0
Mercedes-Benz,Classe C,119000.0,143000.0,Berline,Essence,Automatique,9 cv,7.2018,no,essence,2018.0
BMW,Série 5,195000.0,47000.0,Berline,Essence,Automatique,10 cv,7.2019,no,essence,2019.0
KIA,Picanto,40500.0,59000.0,Citadine,Essence,Manuelle,4 cv,9.2022,no,essence,2022.0
BMW,Série 1,145000.0,793.0,Compacte,Essence,Automatique,8 cv,5.2025,no,essence,2025.0
Audi,Q3,85000.0,190000.0,SUV,Essence,Automatique,8 cv,2.2017,no,essence,2017.0
Mercedes-Benz,Classe E,68500.0,182000.0,Berline,Diesel,Automatique,8 cv,6.2012,no,diesel,2012.0
BMW,Série 3,52500.0,295000.0,Berline,Diesel,Manuelle,6 cv,11.2012,no,diesel,2012.0
Citroën,C4 Picasso,43000.0,145000.0,Monospace,Diesel,Automatique,7 cv,2.2013,no,diesel,2013.0
BMW,Série 2 Gran Coupé,108000.0,59000.0,Berline,Essence,Automatique,8 cv,11.2021,no,essence,2021.0
BMW,i4,220000.0,3250.0,Berline,Electrique,Automatique,7 cv,2.2025,no,electrique,2025.0
Volkswagen,T-roc,82500.0,21950.0,SUV,Essence,Manuelle,6 cv,11.2021,no,essence,2021.0
Volkswagen,Golf 8,128500.0,28300.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,2.2024,no,hybride,2024.0
BMW,X1,100000.0,64000.0,SUV,Essence,Automatique,7 cv,11.2020,no,essence,2020.0
Mercedes-Benz,Classe E,125000.0,150000.0,Berline,Essence,Automatique,10 cv,2.2017,no,essence,2017.0
KIA,Optima,41500.0,173000.0,Berline,Essence,Manuelle,10 cv,11.2011,no,essence,2011.0
Chery,Tiggo 4,58900.0,59000.0,SUV,Essence,Automatique,9 cv,1.2021,no,essence,2021.0
Seat,Arona,73000.0,100000.0,SUV,Essence,Automatique,6 cv,2.2023,no,essence,2023.0
Seat,Ateca,101000.0,74700.0,SUV,Essence,Automatique,8 cv,12.2020,no,essence,2020.0
Jeep,Renegade,125000.0,6000.0,SUV,Essence,Automatique,8 cv,1.2025,no,essence,2025.0
Volkswagen,T-Cross,84000.0,39000.0,SUV,Essence,Manuelle,5 cv,5.2022,no,essence,2022.0
Hyundai,i20,53000.0,93000.0,Citadine,Essence,Manuelle,5 cv,6.2022,no,essence,2022.0
Hyundai,Grand i10,42500.0,103000.0,Citadine,Essence,Manuelle,5 cv,1.2022,no,essence,2022.0
Mercedes-Benz,Classe A,139000.0,63000.0,Compacte,Essence,Automatique,7 cv,1.2020,no,essence,2020.0
Audi,A3 Berline,73000.0,178000.0,Berline,Essence,Automatique,6 cv,5.2019,no,essence,2019.0
Mercedes-Benz,Classe C,85000.0,154000.0,Berline,Essence,Automatique,9 cv,8.2018,no,essence,2018.0
GWM,Haval H6,115000.0,72000.0,SUV,Essence,Automatique,8 cv,5.2023,no,essence,2023.0
Jaguar,XF,59000.0,135000.0,Berline,Essence,Automatique,17 cv,5.2011,no,essence,2011.0
Peugeot,Partner,51000.0,110000.0,Utilitaire,Diesel,Manuelle,5 cv,5.2022,no,diesel,2022.0
BMW,X3,87000.0,185000.0,SUV,Diesel,Automatique,10 cv,5.2014,no,diesel,2014.0
Peugeot,208,44000.0,67000.0,Citadine,Essence,Manuelle,5 cv,4.2022,no,essence,2022.0
Skoda,Fabia,49500.0,103000.0,Citadine,Essence,Manuelle,4 cv,5.2022,no,essence,2022.0
Mercedes-Benz,Classe X,135000.0,158000.0,Pick up,Diesel,Manuelle,8 cv,8.2018,no,diesel,2018.0
Mercedes-Benz,Classe C,104000.0,170000.0,Berline,Essence,Automatique,8 cv,11.2015,no,essence,2015.0
Volkswagen,Golf 7,63000.0,130000.0,Compacte,Essence,Automatique,6 cv,11.2019,no,essence,2019.0
Mercedes-Benz,CLA,85000.0,146000.0,Berline,Essence,Automatique,7 cv,7.2018,no,essence,2018.0
GWM,Haval H6,77000.0,80000.0,SUV,Essence,Automatique,9 cv,8.2019,no,essence,2019.0
Renault,Clio,38800.0,160000.0,Citadine,Essence,Manuelle,5 cv,10.2020,no,essence,2020.0
Suzuki,Celerio,37500.0,34000.0,Citadine,Essence,Manuelle,4 cv,3.2023,no,essence,2023.0
Mercedes-Benz,Classe E,128000.0,174000.0,Berline,Essence,Automatique,10 cv,9.2016,no,essence,2016.0
Mahindra,KUV 100,27500.0,100000.0,SUV,Essence,Manuelle,5 cv,12.2021,no,essence,2021.0
Volkswagen,Passat,72000.0,280000.0,Berline,Essence,Automatique,8 cv,5.2019,no,essence,2019.0
Peugeot,Landtrek Double Cabine,84000.0,100000.0,Pick up,Diesel,Manuelle,6 cv,11.2022,no,diesel,2022.0
Seat,Arona,75000.0,100000.0,SUV,Essence,Automatique,6 cv,2.2023,no,essence,2023.0
Land Rover,Range Rover Evoque,165000.0,49000.0,SUV,Hybride léger essence,Automatique,11 cv,3.2020,no,hybride,2020.0
KIA,XCeed,88000.0,99000.0,SUV,Diesel,Automatique,7 cv,4.2022,no,diesel,2022.0
Ford,Fiesta,36500.0,200000.0,Citadine,Essence,Manuelle,5 cv,6.2015,no,essence,2015.0
Hyundai,Grand i10 Sedan,39500.0,100000.0,Berline,Essence,Manuelle,5 cv,3.2022,no,essence,2022.0
Audi,A4,43000.0,180000.0,Berline,Essence,Automatique,7 cv,4.2012,no,essence,2012.0
Toyota,Hilux Double Cabine,165000.0,77000.0,Pick up,Diesel,Automatique,8 cv,3.2021,no,diesel,2021.0
Hyundai,Tucson,130000.0,70000.0,SUV,Hybride léger diesel,Automatique,7 cv,3.2021,no,hybride,2021.0
Hyundai,Grand i10,43000.0,110000.0,Citadine,Essence,Manuelle,5 cv,4.2023,no,essence,2023.0
KIA,Picanto,54500.0,50000.0,Citadine,Essence,Automatique,4 cv,3.2024,no,essence,2024.0
Nissan,Qashqai,47500.0,175000.0,SUV,Diesel,Manuelle,7 cv,12.2015,no,diesel,2015.0
Audi,A3 Sportback,99500.0,93000.0,Compacte,Essence,Manuelle,6 cv,12.2020,no,essence,2020.0
KIA,Rio 5p,54000.0,130000.0,Citadine,Essence,Manuelle,5 cv,3.2022,no,essence,2022.0
Mercedes-Benz,Classe C,82000.0,180000.0,Berline,Essence,Automatique,8 cv,4.2014,no,essence,2014.0
Audi,Q7,64000.0,248000.0,SUV,Diesel,Automatique,16 cv,6.2007,no,diesel,2007.0
Seat,Leon SC,42000.0,163000.0,Compacte,Essence,Manuelle,6 cv,6.2016,no,essence,2016.0
Volkswagen,Passat,40000.0,180000.0,Berline,Essence,Manuelle,7 cv,4.2009,no,essence,2009.0
BMW,Série 1,36500.0,180000.0,Compacte,Essence,Manuelle,7 cv,5.2010,no,essence,2010.0
Volkswagen,Golf 7,62000.0,118000.0,Compacte,Essence,Automatique,6 cv,12.2018,no,essence,2018.0
MG,GS,57000.0,128000.0,SUV,Essence,Automatique,9 cv,6.2017,no,essence,2017.0
BMW,Série 3,74000.0,77000.0,Berline,Essence,Automatique,10 cv,2.2015,no,essence,2015.0
Suzuki,Celerio,36500.0,108000.0,Citadine,Essence,Automatique,4 cv,8.2022,no,essence,2022.0
Audi,A4,49000.0,178000.0,Berline,Essence,Manuelle,7 cv,4.2014,no,essence,2014.0
Seat,Leon,86000.0,58000.0,Compacte,Essence,Automatique,8 cv,6.2021,no,essence,2021.0
Chery,Tiggo 7 Pro,77000.0,116000.0,SUV,Essence,Automatique,9 cv,11.2021,no,essence,2021.0
Volkswagen,Golf 7,57000.0,182000.0,Compacte,Essence,Manuelle,5 cv,4.2013,no,essence,2013.0
Renault,Clio,37500.0,101000.0,Citadine,Essence,Manuelle,5 cv,6.2021,no,essence,2021.0
Land Rover,Range Rover Sport,277000.0,103000.0,SUV,Hybride rechargeable essence,Automatique,17 cv,10.2019,no,hybride,2019.0
KIA,Sportage,95000.0,70000.0,SUV,Essence,Automatique,11 cv,9.2020,no,essence,2020.0
Toyota,Yaris Cross Hybride,109000.0,10000.0,SUV,Hybride essence,Automatique,5 cv,4.2025,no,hybride,2025.0
Volkswagen,Golf 7,63000.0,155000.0,Compacte,Essence,Automatique,6 cv,12.2018,no,essence,2018.0
Volkswagen,Amarok,58500.0,218000.0,Pick up,Diesel,Manuelle,8 cv,1.2013,no,diesel,2013.0
Citroën,Nemo,24500.0,191000.0,Utilitaire,Diesel,Manuelle,5 cv,3.2018,no,diesel,2018.0
Nissan,Qashqai,63000.0,163000.0,SUV,Essence,Automatique,6 cv,11.2017,no,essence,2017.0
Mercedes-Benz,Classe C,58000.0,281000.0,Berline,Essence,Automatique,9 cv,3.2013,no,essence,2013.0
Ford,Fiesta,43000.0,109000.0,Citadine,Essence,Manuelle,4 cv,2.2020,no,essence,2020.0
Ssangyong,Tivoli,66000.0,23000.0,SUV,Essence,Manuelle,6 cv,8.2021,no,essence,2021.0
Land Rover,Range Rover Sport,175000.0,196000.0,SUV,Essence,Automatique,43 cv,10.2015,no,essence,2015.0
Audi,E-tron,160000.0,72000.0,SUV,Electrique,Automatique,12 cv,8.2020,no,electrique,2020.0
Peugeot,208,35000.0,106000.0,Citadine,Essence,Manuelle,5 cv,5.2016,no,essence,2016.0
Toyota,Hilux Double Cabine,113000.0,250000.0,Pick up,Diesel,Manuelle,8 cv,9.2019,no,diesel,2019.0
Porsche,Cayenne,122000.0,204000.0,SUV,Diesel,Automatique,15 cv,12.2010,no,diesel,2010.0
Mercedes-Benz,Classe E,129000.0,176000.0,Berline,Essence,Automatique,9 cv,3.2018,no,essence,2018.0
Seat,Arona,79000.0,90000.0,SUV,Essence,Automatique,6 cv,2.2023,no,essence,2023.0
BMW,Série 4 Gran Coupé,98000.0,101000.0,Berline,Essence,Automatique,7 cv,12.2019,no,essence,2019.0
Mercedes-Benz,Classe C,220000.0,29000.0,Berline,Hybride léger essence,Automatique,9 cv,2.2022,no,hybride,2022.0
Suzuki,Ciaz,43000.0,96000.0,Berline,Essence,Manuelle,6 cv,11.2020,no,essence,2020.0
Mercedes-Benz,CLA,165000.0,44000.0,Berline,Hybride rechargeable essence,Automatique,8 cv,1.2023,no,hybride,2023.0
GWM,Haval H6,80000.0,85000.0,SUV,Essence,Automatique,9 cv,7.2020,no,essence,2020.0
Volkswagen,Polo,32000.0,218000.0,Citadine,Essence,Manuelle,5 cv,5.2012,no,essence,2012.0
BMW,iX3,169000.0,51000.0,SUV,Electrique,Automatique,6 cv,6.2022,no,electrique,2022.0
Hyundai,Ioniq 5,129900.0,40000.0,SUV,Electrique,Automatique,4 cv,4.2022,no,electrique,2022.0
Seat,Arona,68000.0,53000.0,SUV,Essence,Manuelle,5 cv,11.2020,no,essence,2020.0
Honda,City,71500.0,12900.0,Berline,Essence,Automatique,6 cv,9.2024,no,essence,2024.0
Peugeot,208,29800.0,80000.0,Citadine,Essence,Manuelle,5 cv,1.2018,no,essence,2018.0
Seat,Ibiza,52000.0,145000.0,Citadine,Essence,Manuelle,4 cv,3.2020,no,essence,2020.0
Peugeot,2008,62000.0,126000.0,SUV,Essence,Automatique,7 cv,12.2020,no,essence,2020.0
Volkswagen,Jetta,30000.0,300000.0,Berline,Essence,Manuelle,7 cv,4.2010,no,essence,2010.0
Toyota,Agya,33000.0,32000.0,Citadine,Essence,Manuelle,4 cv,10.2022,no,essence,2022.0
Mercedes-Benz,Classe C,112000.0,79000.0,Berline,Essence,Automatique,8 cv,8.2018,no,essence,2018.0
Audi,Q8 E-tron,185000.0,26000.0,SUV,Electrique,Automatique,12 cv,1.2023,no,electrique,2023.0
Mercedes-Benz,Classe E,185000.0,90000.0,Berline,Hybride rechargeable essence,Automatique,11 cv,2.2021,no,hybride,2021.0
Peugeot,5008,125900.0,152000.0,SUV,Diesel,Automatique,7 cv,6.2021,no,diesel,2021.0
BMW,Série 7,310000.0,120000.0,Berline,Essence,Automatique,15 cv,10.2021,no,essence,2021.0
Chery,Arrizo 5,50500.0,22000.0,Berline,Essence,Manuelle,7 cv,5.2024,no,essence,2024.0
KIA,Rio 5p,70000.0,85000.0,Citadine,Essence,Automatique,6 cv,9.2022,no,essence,2022.0
Chevrolet,Captiva,70000.0,140000.0,SUV,Essence,Automatique,9 cv,4.2022,no,essence,2022.0
Mercedes-Benz,GLC Coupé,310000.0,33000.0,SUV,Hybride léger essence,Automatique,11 cv,9.2024,no,hybride,2024.0
Mercedes-Benz,Classe E,152000.0,110000.0,Berline,Diesel,Automatique,8 cv,1.2020,no,diesel,2020.0
Volkswagen,Golf 8,112000.0,42000.0,Compacte,Essence,Automatique,8 cv,1.2023,no,essence,2023.0
Mahindra,KUV 100,32000.0,57300.0,SUV,Essence,Manuelle,5 cv,5.2019,no,essence,2019.0
Peugeot,3008,34000.0,168000.0,Monospace,Essence,Manuelle,7 cv,1.2012,no,essence,2012.0
Peugeot,308,35000.0,150000.0,Compacte,Essence,Manuelle,5 cv,8.2016,no,essence,2016.0
Porsche,Panamera,190000.0,140000.0,Berline,Essence,Automatique,30 cv,6.2010,no,essence,2010.0
Ford,Mustang,175000.0,60000.0,Coupé,Essence,Automatique,19 cv,12.2018,no,essence,2018.0
Mercedes-Benz,Classe E coupé,55000.0,60000.0,Coupé,Essence,Automatique,11 cv,12.2011,no,essence,2011.0
KIA,Sportage,110000.0,62000.0,SUV,Essence,Automatique,11 cv,5.2019,no,essence,2019.0
Volkswagen,Polo,44000.0,157000.0,Citadine,Essence,Manuelle,4 cv,11.2018,no,essence,2018.0
Mercedes-Benz,CLA,138000.0,96100.0,Berline,Diesel,Automatique,8 cv,11.2019,no,diesel,2019.0
Volkswagen,Golf 7,67000.0,102282.0,Compacte,Essence,Manuelle,6 cv,7.2017,no,essence,2017.0
Chery,Tiggo 7 Pro,82000.0,35484.0,SUV,Essence,Automatique,9 cv,12.2023,no,essence,2023.0
Fiat,Grande Punto,19000.0,250000.0,Citadine,Essence,Manuelle,5 cv,5.2012,no,essence,2012.0
Volkswagen,Golf 7,66000.0,110000.0,Compacte,Essence,Manuelle,6 cv,1.2020,no,essence,2020.0
Dacia,Dokker Van,36000.0,88000.0,Utilitaire,Diesel,Manuelle,6 cv,7.2020,no,diesel,2020.0
Peugeot,308 GT,119000.0,19000.0,Compacte,Essence,Automatique,5 cv,9.2024,no,essence,2024.0
Hyundai,ix35,52000.0,227000.0,SUV,Diesel,Manuelle,6 cv,9.2012,no,diesel,2012.0
Mercedes-Benz,GLC,250000.0,56647.0,SUV,Hybride rechargeable essence,Automatique,12 cv,2.2021,no,hybride,2021.0
Volkswagen,Polo,59000.0,96732.0,Citadine,Essence,Manuelle,4 cv,1.2020,no,essence,2020.0
Mercedes-Benz,GLA,155000.0,82392.0,SUV,Hybride rechargeable essence,Automatique,8 cv,8.2021,no,hybride,2021.0
Renault,Megane,56000.0,189698.0,Compacte,Diesel,Manuelle,5 cv,6.2020,no,diesel,2020.0
Suzuki,Jimny 5 portes,115000.0,5019.0,SUV,Essence,Automatique,6 cv,8.2024,no,essence,2024.0
Mercedes-Benz,Classe A,125000.0,63692.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,4.2021,no,hybride,2021.0
Mercedes-Benz,CLA,170000.0,61885.0,Berline,Hybride rechargeable essence,Automatique,8 cv,2.2022,no,hybride,2022.0
Audi,Q5,225000.0,57974.0,SUV,Hybride léger essence,Automatique,16 cv,7.2021,no,hybride,2021.0
Audi,A3 Sportback,175000.0,4999.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,6.2025,no,hybride,2025.0
Mercedes-Benz,Classe C,165000.0,59764.0,Berline,Hybride essence,Automatique,10 cv,2.2020,no,hybride,2020.0
Audi,A1 Sportback,98000.0,71626.0,Citadine,Essence,Automatique,6 cv,9.2023,no,essence,2023.0
Mercedes-Benz,GLC,250000.0,59720.0,SUV,Hybride léger essence,Automatique,12 cv,11.2021,no,hybride,2021.0
Mercedes-Benz,GLC Coupé,265000.0,39843.0,SUV,Hybride rechargeable essence,Automatique,12 cv,2.2021,no,hybride,2021.0
Peugeot,Rifter,75000.0,122607.0,Monospace,Diesel,Manuelle,5 cv,10.2020,no,diesel,2020.0
Skoda,Kamiq,79662.0,79662.0,SUV,Essence,Manuelle,6 cv,12.2020,no,essence,2020.0
Volkswagen,Golf 7,80000.0,110233.0,Compacte,Essence,Automatique,7 cv,1.2019,no,essence,2019.0
Mercedes-Benz,Classe A,120000.0,70769.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,6.2020,no,hybride,2020.0
Mercedes-Benz,Classe A,175000.0,6193.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,5.2023,no,hybride,2023.0
Mercedes-Benz,Classe C,120000.0,180960.0,Berline,Essence,Automatique,8 cv,7.2015,no,essence,2015.0
Mercedes-Benz,Classe A,137000.0,48511.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,10.2020,no,hybride,2020.0
Mercedes-Benz,Classe A,145000.0,50041.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,6.2021,no,hybride,2021.0
Mercedes-Benz,Classe C,170000.0,18488.0,Berline,Essence,Automatique,9 cv,4.2019,no,essence,2019.0
Renault,Clio,50000.0,46214.0,Citadine,Essence,Manuelle,5 cv,9.2021,no,essence,2021.0
Citroën,Berlingo Van,58000.0,145355.0,Utilitaire,Diesel,Manuelle,7 cv,2.2020,no,diesel,2020.0
Audi,A3 Sportback,175000.0,3514.0,Compacte,Hybride rechargeable essence,Automatique,8 cv,6.2025,no,hybride,2025.0
Volkswagen,Caddy,60000.0,100163.0,Utilitaire,Diesel,Manuelle,5 cv,9.2020,no,diesel,2020.0
Peugeot,Partner,55000.0,87261.0,Utilitaire,Diesel,Manuelle,5 cv,1.2020,no,diesel,2020.0
Nissan,Qashqai,150000.0,7032.0,SUV,Hybride essence,Automatique,8 cv,1.2025,no,hybride,2025.0
Land Rover,Range Rover Evoque,245000.0,48934.0,SUV,Hybride rechargeable essence,Automatique,11 cv,1.2022,no,hybride,2022.0
Mercedes-Benz,Classe C,258000.0,5686.0,Berline,Hybride léger essence,Automatique,12 cv,11.2022,no,hybride,2022.0
Mercedes-Benz,GLC,255000.0,73590.0,SUV,Hybride rechargeable essence,Automatique,12 cv,7.2020,no,hybride,2020.0
Citroën,Berlingo,85000.0,75254.0,Utilitaire,Diesel,Automatique,7 cv,11.2021,no,diesel,2021.0
Citroën,Berlingo Van,65000.0,19329.0,Utilitaire,Diesel,Manuelle,5 cv,1.2022,no,diesel,2022.0
Mercedes-Benz,CLA,178000.0,44130.0,Berline,Hybride rechargeable essence,Automatique,8 cv,10.2021,no,hybride,2021.0
Mitsubishi,L200 Sportero,140000.0,50000.0,Pick up,Diesel,Automatique,8 cv,11.2022,no,diesel,2022.0
Mahindra,KUV 100,33000.0,33500.0,SUV,Essence,Manuelle,5 cv,5.2021,no,essence,2021.0
Volkswagen,Golf 7,93000.0,127000.0,Compacte,Essence,Automatique,6 cv,9.2019,no,essence,2019.0
Fiat,Grande Punto,32000.0,190000.0,Citadine,Essence,Manuelle,4 cv,3.2018,no,essence,2018.0
Toyota,Hilux Double Cabine,155000.0,36000.0,Pick up,Diesel,Manuelle,8 cv,6.2016,no,diesel,2016.0
Renault,Captur,35800.0,186000.0,SUV,Essence,Manuelle,6 cv,1.2015,no,essence,2015.0
Land Rover,Discovery Sport,105000.0,177000.0,SUV,Diesel,Automatique,8 cv,9.2017,no,diesel,2017.0
Peugeot,2008,75000.0,20000.0,SUV,Essence,Automatique,7 cv,6.2022,no,essence,2022.0
Mercedes-Benz,Classe E,120000.0,175000.0,Berline,Essence,Automatique,12 cv,6.2016,no,essence,2016.0
Toyota,RAV 4,30000.0,100000.0,SUV,Hybride essence,Automatique,9 cv,1.2022,no,hybride,2022.0
KIA,Sorento,45000.0,162000.0,SUV,Essence,Automatique,18 cv,2.2014,no,essence,2014.0
Mercedes-Benz,Classe A,113000.0,85000.0,Compacte,Hybride rechargeable essence,Automatique,7 cv,10.2020,no,hybride,2020.0
Audi,A5 Sportback,158000.0,28000.0,Berline,Essence,Automatique,8 cv,11.2022,no,essence,2022.0
Mercedes-Benz,Classe A Berline,157000.0,24000.0,Berline,Hybride rechargeable essence,Automatique,8 cv,7.2024,no,hybride,2024.0
Mercedes-Benz,Classe C,205000.0,38000.0,Berline,Hybride léger essence,Automatique,9 cv,4.2024,no,hybride,2024.0
Mercedes-Benz,Classe E,175000.0,31000.0,Berline,Diesel,Automatique,11 cv,2.2019,no,diesel,2019.0
Audi,Q8,288000.0,112000.0,SUV,Hybride léger diesel,Automatique,19 cv,9.2018,no,hybride,2018.0
Volkswagen,Taigo,119000.0,1000.0,SUV,Essence,Automatique,7 cv,8.2025,no,essence,2025.0
Nissan,Qashqai,62000.0,150000.0,SUV,Essence,Automatique,6 cv,10.2017,no,essence,2017.0
Mercedes-Benz,CLA,145000.0,80000.0,Berline,Hybride rechargeable essence,Automatique,8 cv,1.2022,no,hybride,2022.0
Mercedes-Benz,CLA,163000.0,33000.0,Berline,Hybride rechargeable essence,Automatique,8 cv,11.2022,no,hybride,2022.0
